ID,Бренд,Название,Перевод,Линейка,Позиция,Рейтинг,Крепость,Изображение,Отзывы,Состав,
196769,Element,Winter dream,"Ягоды, мандарин, розмарин",Воздух,46,"4,2",Лёгкая,https://htreviews.org/uploads/objects/3/6853dfa4f915889f2c455f417fef1f3b.webp,"Не курила цитрусы давно прям. 
По вкусу тот самый устойчивый цитрусовый аромат из 2014 года, с самого первого кальяна пришёл в эту чашку. 
Если брать оттенки - когда лучше прогрелся, то чувствуется что-то травянистое, без понятия, какой должен быть розмарин. 
Если брать вкус ягод, то тут тяжело их найти. Вначале было что-то типо 5 мармеладок с апельсином во рту и одна ягодная. В процессе курения, ну хоть убейте, ягод нет. 
В целом вкус не плохой, напомнил немного про то, что скоро уже придёт зимнее время. (Ну как скоро - через парочку месяцев)","Ягоды, Мандарин, Розмарин","<b>
Бренд</b>: Element<b>
Название</b>: Winter dream(Ягоды, мандарин, розмарин)<b>
Линейка</b>: Воздух<b>
Крепость</b>: Лёгкая<b>
Состав</b>: Ягоды, Мандарин, Розмарин<b>
Рейтинг</b>: 4,2<b>
-------------
Отзыв:</b> Не курила цитрусы давно прям. 
По вкусу тот самый устойчивый цитрусовый аромат из 2014 года, с самого первого кальяна пришёл в эту чашку. 
Если брать оттенки - когда лучше прогрелся, то чувствуется что-то травянистое, без понятия, какой должен быть розмарин. 
Если брать вкус ягод, то тут тяжело их найти. Вначале было что-то типо 5 мармеладок с апельсином во рту и одна ягодная. В процессе курения, ну хоть убейте, ягод нет. 
В целом вкус не плохой, напомнил немного про то, что скоро уже придёт зимнее время. (Ну как скоро - через парочку месяцев)"
197294,Element,Янгмей,Нет данных,Земля,47,"4,2",Лёгкая,https://htreviews.org/uploads/objects/4/3844aba690e1767acbc98d61b9a6775b.webp,"Как мне сказали, появится с сентябре.
Вкус вновь не понят, ибо встречается такое впервые.
Плотно, терпко, немного кисловато, и что-то между красной смородиной и клюквой, я бы так описал этот вкус.",Ягоды,"<b>
Бренд</b>: Element<b>
Название</b>: Янгмей(Нет данных)<b>
Линейка</b>: Земля<b>
Крепость</b>: Лёгкая<b>
Состав</b>: Ягоды<b>
Рейтинг</b>: 4,2<b>
-------------
Отзыв:</b> Как мне сказали, появится с сентябре.
Вкус вновь не понят, ибо встречается такое впервые.
Плотно, терпко, немного кисловато, и что-то между красной смородиной и клюквой, я бы так описал этот вкус."
108839,Element,Orchata,Орчата,Воздух,48,"4,1",Лёгкая,https://htreviews.org/uploads/objects/1/9b0f7621e16c2ee273232cf49aa200e486a3595c.webp,"Отличное попадание в аромат, с пачки пахнет так что скушать хочется 🤣🤣🤣",Орчата,"<b>
Бренд</b>: Element<b>
Название</b>: Orchata(Орчата)<b>
Линейка</b>: Воздух<b>
Крепость</b>: Лёгкая<b>
Состав</b>: Орчата<b>
Рейтинг</b>: 4,1<b>
-------------
Отзыв:</b> Отличное попадание в аромат, с пачки пахнет так что скушать хочется 🤣🤣🤣"
142661,Element,Pearfect Melon,Дыня и груша,Воздух,49,"4,1",Лёгкая,https://htreviews.org/uploads/objects/3/3e6d6d08c84f288ca1881612a1852d31.webp,"Доброго времени суток.Так грел 3х25 курил Пирамидкой
Как всегда На грани-2
Каллауд как всегда тоже китаец обычный. 
Чашечка моя дорогая турочка а табачок в неё забит с минимальным отступом пушисто.
Незнаю  чё-то про ацетон написано но я его при соло курениине обнаружил, может из-за того что горло не до конца поправилось.
Прикурил около 30-40 минут после 20 минут курения вкус начал слабеть к 30ой минуте вообще исчез.(хоть я и сам курю минут 40-50 максимум час). 
Не выразительная дыня на фоне груши. Попадание адекватное. Но я бы не сказал""вау"". Лучше получиться если обычную грушу с дыней смешать.","Дыня, Груша","<b>
Бренд</b>: Element<b>
Название</b>: Pearfect Melon(Дыня и груша)<b>
Линейка</b>: Воздух<b>
Крепость</b>: Лёгкая<b>
Состав</b>: Дыня, Груша<b>
Рейтинг</b>: 4,1<b>
-------------
Отзыв:</b> Доброго времени суток.Так грел 3х25 курил Пирамидкой
Как всегда На грани-2
Каллауд как всегда тоже китаец обычный. 
Чашечка моя дорогая турочка а табачок в неё забит с минимальным отступом пушисто.
Незнаю  чё-то про ацетон написано но я его при соло курениине обнаружил, может из-за того что горло не до конца поправилось.
Прикурил около 30-40 минут после 20 минут курения вкус начал слабеть к 30ой минуте вообще исчез.(хоть я и сам курю минут 40-50 максимум час). 
Не выразительная дыня на фоне груши. Попадание адекватное. Но я бы не сказал""вау"". Лучше получиться если обычную грушу с дыней смешать."
108861,Element,Buzina,Бузина,Воздух,50,"4,1",Лёгкая,https://htreviews.org/uploads/objects/3/00dadc094e569682ae408b6d0eb2e584.webp,"По курению очень сильно напоминает Адалию (в плохом смысле слова) дёшевое сырьё, невнятный вкус. Кислинка это единственное приятное в этом вкусе.",Бузина,"<b>
Бренд</b>: Element<b>
Название</b>: Buzina(Бузина)<b>
Линейка</b>: Воздух<b>
Крепость</b>: Лёгкая<b>
Состав</b>: Бузина<b>
Рейтинг</b>: 4,1<b>
-------------
Отзыв:</b> По курению очень сильно напоминает Адалию (в плохом смысле слова) дёшевое сырьё, невнятный вкус. Кислинка это единственное приятное в этом вкусе."
108837,Element,Thai Mango,Тайский манго,Воздух,51,"4,1",Лёгкая,https://htreviews.org/uploads/objects/1/51f4daf2b1d3a06c3eca9d3f6d355c7ed285accb.webp,Обалденный вкус основы с небольшим налетом натурального манго.Плюсик элементам.,Манго,"<b>
Бренд</b>: Element<b>
Название</b>: Thai Mango(Тайский манго)<b>
Линейка</b>: Воздух<b>
Крепость</b>: Лёгкая<b>
Состав</b>: Манго<b>
Рейтинг</b>: 4,1<b>
-------------
Отзыв:</b> Обалденный вкус основы с небольшим налетом натурального манго.Плюсик элементам."
99787,Element,Cherry,Вишня,Земля,52,"4,1",Средняя,https://htreviews.org/uploads/objects/0/d35dd8b5038c0189219bc95d7e3c3fd9b0cac491.webp,"Суперская вишня, сначала раскрылась как сок, потом спустя минут 20 покура перешла в десертную, и до конца сессии так и курилась.
Аромка долгоиграющая, терпковатая.
Советую",Вишня,"<b>
Бренд</b>: Element<b>
Название</b>: Cherry(Вишня)<b>
Линейка</b>: Земля<b>
Крепость</b>: Средняя<b>
Состав</b>: Вишня<b>
Рейтинг</b>: 4,1<b>
-------------
Отзыв:</b> Суперская вишня, сначала раскрылась как сок, потом спустя минут 20 покура перешла в десертную, и до конца сессии так и курилась.
Аромка долгоиграющая, терпковатая.
Советую"
120886,Element,Гранат,Нет данных,Вода,53,"4,1",Средняя,https://htreviews.org/uploads/objects/1/b3372eab084b0702c8d569675721fbf821fb59ac.webp,"Курил неделю назад. Это с одной стороны очень даже ничего, первые минут 20 курил с удовольствием, действительно гранат, нормальное попадание во вкус. Но вот в один момент я начал чувствовать неприятное послевкусие бальзама, такого, для пожилых дам, для рук или ног, то ли это привкус там ч самого начала был, и я не замечал, то ли он появился в процессе курения. И вроде вкус до сих пор хорош, но на выдохе это послевкусие бальзама меня начало убивать. Я так и не смог это не чувствовать. Никак. Это оценка бы была 4,5, если не этот старушечий бальзам. Это еще старая пачка элемента)",Гранат,"<b>
Бренд</b>: Element<b>
Название</b>: Гранат(Нет данных)<b>
Линейка</b>: Вода<b>
Крепость</b>: Средняя<b>
Состав</b>: Гранат<b>
Рейтинг</b>: 4,1<b>
-------------
Отзыв:</b> Курил неделю назад. Это с одной стороны очень даже ничего, первые минут 20 курил с удовольствием, действительно гранат, нормальное попадание во вкус. Но вот в один момент я начал чувствовать неприятное послевкусие бальзама, такого, для пожилых дам, для рук или ног, то ли это привкус там ч самого начала был, и я не замечал, то ли он появился в процессе курения. И вроде вкус до сих пор хорош, но на выдохе это послевкусие бальзама меня начало убивать. Я так и не смог это не чувствовать. Никак. Это оценка бы была 4,5, если не этот старушечий бальзам. Это еще старая пачка элемента)"
87764,Element,Pear,Груша,Земля,54,"4,1",Средне-крепкая,https://htreviews.org/uploads/objects/3/320fccc8fd1409ce247b8bd0451cb9bf.webp,"Классная груша получилась у Элемента, не зря многие её хвалили. Сладости тут немного, поэтому это лишь отдалённо дюшес. Напоминает больше натуральную грушу, а прочитав описание что это свежевыжатый сок с мякотью, можно констатировать попадание во вкус. По прежнему думаю что можно сделать этот фрукт ещё вкуснее, но и тут объективно хорошо получилось.",Груша,"<b>
Бренд</b>: Element<b>
Название</b>: Pear(Груша)<b>
Линейка</b>: Земля<b>
Крепость</b>: Средне-крепкая<b>
Состав</b>: Груша<b>
Рейтинг</b>: 4,1<b>
-------------
Отзыв:</b> Классная груша получилась у Элемента, не зря многие её хвалили. Сладости тут немного, поэтому это лишь отдалённо дюшес. Напоминает больше натуральную грушу, а прочитав описание что это свежевыжатый сок с мякотью, можно констатировать попадание во вкус. По прежнему думаю что можно сделать этот фрукт ещё вкуснее, но и тут объективно хорошо получилось."
197284,Element,Peony,Варенье из пионов,Вода,55,"4,1",Средне-лёгкая,https://htreviews.org/uploads/objects/4/e79d3b00548f0946d117d67ac1a7a9df.webp,"Не знаю, не понял. Ну цветы/духи какие-то. Варенья не почувствовал. Ну ладно, спишем на вкусовщину. Цветы и цветы. Ирл такое варенье не ел. Не знаю, с чем сравнить, будучи мелким совсем, года в 4-5 я съел у мамы помаду, вот в моих воспоминаниях она была похожа на вкус.",Цветочный,"<b>
Бренд</b>: Element<b>
Название</b>: Peony(Варенье из пионов)<b>
Линейка</b>: Вода<b>
Крепость</b>: Средне-лёгкая<b>
Состав</b>: Цветочный<b>
Рейтинг</b>: 4,1<b>
-------------
Отзыв:</b> Не знаю, не понял. Ну цветы/духи какие-то. Варенья не почувствовал. Ну ладно, спишем на вкусовщину. Цветы и цветы. Ирл такое варенье не ел. Не знаю, с чем сравнить, будучи мелким совсем, года в 4-5 я съел у мамы помаду, вот в моих воспоминаниях она была похожа на вкус."
194947,Element,Lollipop,Лолипоп,Воздух,56,"4,1",Лёгкая,https://htreviews.org/uploads/objects/3/31603ae630dd72e9410313347af95155.webp,"Та в принципе весьма неплохо. Кисленький, с лёгкой сладостью конфетный лайм. Курить можно ).","Лайм, Леденцы","<b>
Бренд</b>: Element<b>
Название</b>: Lollipop(Лолипоп)<b>
Линейка</b>: Воздух<b>
Крепость</b>: Лёгкая<b>
Состав</b>: Лайм, Леденцы<b>
Рейтинг</b>: 4,1<b>
-------------
Отзыв:</b> Та в принципе весьма неплохо. Кисленький, с лёгкой сладостью конфетный лайм. Курить можно )."
197513,Element,Cочный персик,Rich Peach,Вода,57,"4,1",Средне-лёгкая,https://htreviews.org/uploads/objects/5/55abea25b398def9ff62147b8aec71cf.webp,"Совсем не сочный персик. Запах из пачки напоминает сочный персик с ноткой цитруса. В курение долгое время не раскрывался, был водянистым, мылил, поддав жара водянистость чуть ушла, но именно сочного персика для себя не нашёл, аромка ещё не доспелого, молодого, травянистого персика. В целом не плохо, но и не хорошо.🍑",Персик,"<b>
Бренд</b>: Element<b>
Название</b>: Cочный персик(Rich Peach)<b>
Линейка</b>: Вода<b>
Крепость</b>: Средне-лёгкая<b>
Состав</b>: Персик<b>
Рейтинг</b>: 4,1<b>
-------------
Отзыв:</b> Совсем не сочный персик. Запах из пачки напоминает сочный персик с ноткой цитруса. В курение долгое время не раскрывался, был водянистым, мылил, поддав жара водянистость чуть ушла, но именно сочного персика для себя не нашёл, аромка ещё не доспелого, молодого, травянистого персика. В целом не плохо, но и не хорошо.🍑"
84163,Element,Lemon,Лимон,Вода,58,"4,1",Средне-лёгкая,https://htreviews.org/uploads/objects/0/4b5549ffefdaeb57e750ad2c9e53f7a091fc7d92.webp,"Вот умеет Элемент делать цитрусы вкусные и запоминающиеся, но это прям самый средний лимон. И нечего добавить даже. Есть на рынке нынешнем масса более удачных ""лимонов"".",Лимон,"<b>
Бренд</b>: Element<b>
Название</b>: Lemon(Лимон)<b>
Линейка</b>: Вода<b>
Крепость</b>: Средне-лёгкая<b>
Состав</b>: Лимон<b>
Рейтинг</b>: 4,1<b>
-------------
Отзыв:</b> Вот умеет Элемент делать цитрусы вкусные и запоминающиеся, но это прям самый средний лимон. И нечего добавить даже. Есть на рынке нынешнем масса более удачных ""лимонов""."
85302,Element,Cola,Кола,Вода,59,4,Средне-лёгкая,https://htreviews.org/uploads/objects/3/0504104646e8577f2d3f0b829023d94b.webp,"Согласен с отзывом ниже, очень похоже на чупа-чупс со вкусом колы, особенно запах. Вкус яркий, сладкий, но не кола, а скорее пепси, из которой газ чуть выдохся. Пожалуй, один из лучших вкусов колы. 
Отдельно отмечу, что с табаком работать легко и приятно, консистенция супер, в меру влажный, пушится легко, жаростойкость на уровне, на 3 25-х углях не перегревается",Кола,"<b>
Бренд</b>: Element<b>
Название</b>: Cola(Кола)<b>
Линейка</b>: Вода<b>
Крепость</b>: Средне-лёгкая<b>
Состав</b>: Кола<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Согласен с отзывом ниже, очень похоже на чупа-чупс со вкусом колы, особенно запах. Вкус яркий, сладкий, но не кола, а скорее пепси, из которой газ чуть выдохся. Пожалуй, один из лучших вкусов колы. 
Отдельно отмечу, что с табаком работать легко и приятно, консистенция супер, в меру влажный, пушится легко, жаростойкость на уровне, на 3 25-х углях не перегревается"
100159,Element,Grape Mint,Мятный виноград,Вода,60,4,Средняя,https://htreviews.org/uploads/objects/3/a76002a8e20bed4ae57dbc15616c16ac.webp,"Очень интересный виноградный вкус, яркий насыщенный виноград с мятной свежестью, мята не перебивает и не сильно искажает вкус винограда, виноград смесь красного и белого благодаря чему получается очень интересный виноградный сок.","Виноград, Мята","<b>
Бренд</b>: Element<b>
Название</b>: Grape Mint(Мятный виноград)<b>
Линейка</b>: Вода<b>
Крепость</b>: Средняя<b>
Состав</b>: Виноград, Мята<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Очень интересный виноградный вкус, яркий насыщенный виноград с мятной свежестью, мята не перебивает и не сильно искажает вкус винограда, виноград смесь красного и белого благодаря чему получается очень интересный виноградный сок."
189180,Element,Safari,Сафари,Огонь,61,4,Средне-крепкая,https://htreviews.org/uploads/objects/1/422608e0899cd588b2c1d2d29260fe0c663d42e5.webp,"я скучаю по ройбушу от элемента. для меня он был в какой-то мере эталонным — хорошо передана специфика крепкого настоя, древесная терпкость, травянистость, сладкое послевкусие карамели. очень хочется, чтобы он вернулся.","Чай, Карамель","<b>
Бренд</b>: Element<b>
Название</b>: Safari(Сафари)<b>
Линейка</b>: Огонь<b>
Крепость</b>: Средне-крепкая<b>
Состав</b>: Чай, Карамель<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> я скучаю по ройбушу от элемента. для меня он был в какой-то мере эталонным — хорошо передана специфика крепкого настоя, древесная терпкость, травянистость, сладкое послевкусие карамели. очень хочется, чтобы он вернулся."
196703,Element,Feijoa Lemonade,Лимонад из фейхоа,Земля,62,4,Средняя,https://htreviews.org/uploads/objects/3/92f20123bc702c142e32ca97a7be1b8e.webp,"Хорошая сладко-терпкая фейхоа, лимонадных нот не особо почувствовал
Хорошо и в моно и в миксы, особенно зелёные","Лимон, Газировка, Фейхоа","<b>
Бренд</b>: Element<b>
Название</b>: Feijoa Lemonade(Лимонад из фейхоа)<b>
Линейка</b>: Земля<b>
Крепость</b>: Средняя<b>
Состав</b>: Лимон, Газировка, Фейхоа<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Хорошая сладко-терпкая фейхоа, лимонадных нот не особо почувствовал
Хорошо и в моно и в миксы, особенно зелёные"
128677,Element,Banana Daiquiry,Банановый дайкири,Вода,63,4,Средняя,https://htreviews.org/uploads/objects/1/e8c15dcc1eff80c68d288404b40514d228d0544b.webp,Мне при покуре чувствуется банан с лаймом. Курится приятно,"Банан, Дайкири","<b>
Бренд</b>: Element<b>
Название</b>: Banana Daiquiry(Банановый дайкири)<b>
Линейка</b>: Вода<b>
Крепость</b>: Средняя<b>
Состав</b>: Банан, Дайкири<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Мне при покуре чувствуется банан с лаймом. Курится приятно"
195287,Element,Cherry Sangria,Вишневая сангрия,Земля,64,4,Средняя,https://htreviews.org/uploads/objects/1/3c406fc2b1123f117d40422a4e7e005547a73c93.webp,"Тут представлен вишневый сок от фирмы Rich 
И замиксован с фруктами ягодами 
Если бы был просто Вишневый сок , не было бы интересности вкуса , ну да сок ,  ну да вишневый и очень очень похожий , ну и что 
А тут исполнено интересно и вкусно 
Пробуйте !","Вишня, Сангрия","<b>
Бренд</b>: Element<b>
Название</b>: Cherry Sangria(Вишневая сангрия)<b>
Линейка</b>: Земля<b>
Крепость</b>: Средняя<b>
Состав</b>: Вишня, Сангрия<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Тут представлен вишневый сок от фирмы Rich 
И замиксован с фруктами ягодами 
Если бы был просто Вишневый сок , не было бы интересности вкуса , ну да сок ,  ну да вишневый и очень очень похожий , ну и что 
А тут исполнено интересно и вкусно 
Пробуйте !"
87791,Element,Mango,Манго,Земля,65,4,Средне-крепкая,https://htreviews.org/uploads/objects/0/a652d4e22eee474f634162e6883fcf672cd3d954.webp,"Старая картонная упаковка 25 грамм.
Турка Cosmo, китайский калауд, 3*25.
Зеленое манго, с уклоном в травянистость. Проскальзывает приятная сладость фрукта, но в большей степени наклонность в терпкость.
Обычно данный вкус миксовал, не курил в соло. Радует, что нет мыльности или химозности, аромка в сторону натурального продукта.",Манго,"<b>
Бренд</b>: Element<b>
Название</b>: Mango(Манго)<b>
Линейка</b>: Земля<b>
Крепость</b>: Средне-крепкая<b>
Состав</b>: Манго<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Старая картонная упаковка 25 грамм.
Турка Cosmo, китайский калауд, 3*25.
Зеленое манго, с уклоном в травянистость. Проскальзывает приятная сладость фрукта, но в большей степени наклонность в терпкость.
Обычно данный вкус миксовал, не курил в соло. Радует, что нет мыльности или химозности, аромка в сторону натурального продукта."
197292,Element,Плюмерия,Нет данных,Земля,66,4,Лёгкая,https://htreviews.org/uploads/objects/4/95153c55893a1fbd256c7a5528722135.webp,"Это очень сложно описать, ибо я её в глаза не видел, а о вкусе вообще молчу.
Это цветочно. немного кисловато, с легкой душностью.",Цветочный,"<b>
Бренд</b>: Element<b>
Название</b>: Плюмерия(Нет данных)<b>
Линейка</b>: Земля<b>
Крепость</b>: Лёгкая<b>
Состав</b>: Цветочный<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Это очень сложно описать, ибо я её в глаза не видел, а о вкусе вообще молчу.
Это цветочно. немного кисловато, с легкой душностью."
197290,Element,Кумкват,Нет данных,Воздух,67,4,Лёгкая,https://htreviews.org/uploads/objects/4/87ce704b0a55940b61a1798c721eebf9.webp,"Как мне сказали, появится с сентябре.
Сухой, цедровый, приятный, немного кисленький.
Есть кумкват и по лучше, как по мне.",Кумкват,"<b>
Бренд</b>: Element<b>
Название</b>: Кумкват(Нет данных)<b>
Линейка</b>: Воздух<b>
Крепость</b>: Лёгкая<b>
Состав</b>: Кумкват<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Как мне сказали, появится с сентябре.
Сухой, цедровый, приятный, немного кисленький.
Есть кумкват и по лучше, как по мне."
197285,Element,Жасминовый чай,Нет данных,Воздух,68,4,Лёгкая,https://htreviews.org/uploads/objects/4/a9fbfc3085db5e64baddeeac5dee8c89.webp,"Как мне сказали, появится с сентябре.
Приятно, не переаром, приторность в меру.
Чай очень хорошо передан, лучше чем жасминовый улун от догмы.","Жасмин, Зеленый чай","<b>
Бренд</b>: Element<b>
Название</b>: Жасминовый чай(Нет данных)<b>
Линейка</b>: Воздух<b>
Крепость</b>: Лёгкая<b>
Состав</b>: Жасмин, Зеленый чай<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Как мне сказали, появится с сентябре.
Приятно, не переаром, приторность в меру.
Чай очень хорошо передан, лучше чем жасминовый улун от догмы."
196839,Element,Tarhun,Нет данных,Вода,69,4,Средне-лёгкая,https://htreviews.org/uploads/objects/3/be617018b0abd4d5d5dcadde629fb7d6.webp,"Очень хороший травянистый эстрагон, не лимонад, а именно трава, как от ДС, топчик:)","Лимон, Тархун","<b>
Бренд</b>: Element<b>
Название</b>: Tarhun(Нет данных)<b>
Линейка</b>: Вода<b>
Крепость</b>: Средне-лёгкая<b>
Состав</b>: Лимон, Тархун<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Очень хороший травянистый эстрагон, не лимонад, а именно трава, как от ДС, топчик:)"
87780,Element,Acai,Асаи,Земля,70,4,Нет данных,https://htreviews.org/uploads/objects/0/67dfac69eb21edf2247c2d2be06d2c01d3eae97f.webp,"Хорошие ягодки, плюс минус ягодный морс, только оооочень сладкий)",Асаи,"<b>
Бренд</b>: Element<b>
Название</b>: Acai(Асаи)<b>
Линейка</b>: Земля<b>
Крепость</b>: Нет данных<b>
Состав</b>: Асаи<b>
Рейтинг</b>: 4<b>
-------------
Отзыв:</b> Хорошие ягодки, плюс минус ягодный морс, только оооочень сладкий)"
84161,Element,Pear,Груша,Вода,71,"3,9",Средне-лёгкая,https://htreviews.org/uploads/objects/3/15988f97cd9d5920c5112f83d14a84ae.webp,"Вкусная, сладкая груша, вкус очень яркий. Похоже на дюшес, рекомендую попробовать",Груша,"<b>
Бренд</b>: Element<b>
Название</b>: Pear(Груша)<b>
Линейка</b>: Вода<b>
Крепость</b>: Средне-лёгкая<b>
Состав</b>: Груша<b>
Рейтинг</b>: 3,9<b>
-------------
Отзыв:</b> Вкусная, сладкая груша, вкус очень яркий. Похоже на дюшес, рекомендую попробовать"
84177,Element,Currant,Смородина,Вода,72,"3,9",Средняя,https://htreviews.org/uploads/objects/0/622de359440c3f520bc6ffc2cba183a25bca5979.webp,"Такая же нормально-дефолтная смородина, что и в линейке Земля. Микс - не микс, а для меня это больше черная смородина. В соло, правда, ощущается более травянистой. Возможно, из-за разницы в сырье. Хотя явного привкуса базы нет. В миксы залетают одинаково хорошо. А так - чуть сладкая, чуть кислая и легко узнаваемая смородина без химозы. Яркость и насыщенность оптимальные. Сильной и тем более избыточной сладости, как у ребят в отзывах ниже, я не нашел. 

П. С. Отзыв на старые партии 20-21г. в картонных пачках. За вкус и существование в обновленном продукте не скажу.","Черная смородина, Красная смородина","<b>
Бренд</b>: Element<b>
Название</b>: Currant(Смородина)<b>
Линейка</b>: Вода<b>
Крепость</b>: Средняя<b>
Состав</b>: Черная смородина, Красная смородина<b>
Рейтинг</b>: 3,9<b>
-------------
Отзыв:</b> Такая же нормально-дефолтная смородина, что и в линейке Земля. Микс - не микс, а для меня это больше черная смородина. В соло, правда, ощущается более травянистой. Возможно, из-за разницы в сырье. Хотя явного привкуса базы нет. В миксы залетают одинаково хорошо. А так - чуть сладкая, чуть кислая и легко узнаваемая смородина без химозы. Яркость и насыщенность оптимальные. Сильной и тем более избыточной сладости, как у ребят в отзывах ниже, я не нашел. 

П. С. Отзыв на старые партии 20-21г. в картонных пачках. За вкус и существование в обновленном продукте не скажу."
129983,Element,Trdelnik,Трдельник,Воздух,73,"3,9",Средне-лёгкая,https://htreviews.org/uploads/objects/1/7dca6dedce37ece1a8c6d08b2f7e282019cd87dd.webp,"На мой взгляд с трдельник ничего общего, для меня это печенье орешек со сгущенкой (чувствую орехи, сгущенку и тесто). Покурив данный продукт понял что выпечка не для меня, но и плохим его не назову, скорее специфический вкус для тех кто фанатеет по выпечке","Сливочный, Орех, Нуга, Кекс","<b>
Бренд</b>: Element<b>
Название</b>: Trdelnik(Трдельник)<b>
Линейка</b>: Воздух<b>
Крепость</b>: Средне-лёгкая<b>
Состав</b>: Сливочный, Орех, Нуга, Кекс<b>
Рейтинг</b>: 3,9<b>
-------------
Отзыв:</b> На мой взгляд с трдельник ничего общего, для меня это печенье орешек со сгущенкой (чувствую орехи, сгущенку и тесто). Покурив данный продукт понял что выпечка не для меня, но и плохим его не назову, скорее специфический вкус для тех кто фанатеет по выпечке"
98302,Element,Ekzo,Экзо,Земля,74,"3,9",Средняя,https://htreviews.org/uploads/objects/3/4f8f495a06c9326217f8987288be3a78.webp,"Немного арбуза я поймал, арбуз и лёд точнее. Очень тускло и скучновато в соло","Клубника, Лимон, Арбуз","<b>
Бренд</b>: Element<b>
Название</b>: Ekzo(Экзо)<b>
Линейка</b>: Земля<b>
Крепость</b>: Средняя<b>
Состав</b>: Клубника, Лимон, Арбуз<b>
Рейтинг</b>: 3,9<b>
-------------
Отзыв:</b> Немного арбуза я поймал, арбуз и лёд точнее. Очень тускло и скучновато в соло"
87776,Element,Cola,Кола,Земля,75,"3,9",Средняя,https://htreviews.org/uploads/objects/3/f87906b773b585dd06fbc82ca8bf71e3.webp,"Хорошая кола, правда сладости маловато, но зато с приятным профилем и долгоиграющей аромкой. В начале чуть больше терпкости чем нужно, но быстро выравнивается. Моментами напоминает мармелад, но и напиточность присутствует. По итогу не лучшая, но довольно хорошая кола.",Кола,"<b>
Бренд</b>: Element<b>
Название</b>: Cola(Кола)<b>
Линейка</b>: Земля<b>
Крепость</b>: Средняя<b>
Состав</b>: Кола<b>
Рейтинг</b>: 3,9<b>
-------------
Отзыв:</b> Хорошая кола, правда сладости маловато, но зато с приятным профилем и долгоиграющей аромкой. В начале чуть больше терпкости чем нужно, но быстро выравнивается. Моментами напоминает мармелад, но и напиточность присутствует. По итогу не лучшая, но довольно хорошая кола."
128675,Element,Banana Daiquiry,Банановый дайкири,Земля,76,"3,9",Средняя,https://htreviews.org/uploads/objects/1/a9fce688d7313ca8c41743e6189ec9743620ae17.webp,"Кисло-сладкий банан, в старой картонной упаковке. Зная, как Элемент любит жар, сетап следующий: турка Cosmo, китайский калауд и 4*25.
Если честно, мне данный вкус очень напомнил типичные крафтовые напитки пивного типа, где чувствуется алкогольность и пюре, в данном случае банановое. Кислинка ощущается на выдохе, все так.
Крепость отличная, даже чуть выше средней, вопросов по сырью нет.
Сама аромка уровня пойдет, она где-то яркая, где-то приглушенная. Каких-то негативных моментов не ощутил, но и без воодушевления.","Банан, Дайкири","<b>
Бренд</b>: Element<b>
Название</b>: Banana Daiquiry(Банановый дайкири)<b>
Линейка</b>: Земля<b>
Крепость</b>: Средняя<b>
Состав</b>: Банан, Дайкири<b>
Рейтинг</b>: 3,9<b>
-------------
Отзыв:</b> Кисло-сладкий банан, в старой картонной упаковке. Зная, как Элемент любит жар, сетап следующий: турка Cosmo, китайский калауд и 4*25.
Если честно, мне данный вкус очень напомнил типичные крафтовые напитки пивного типа, где чувствуется алкогольность и пюре, в данном случае банановое. Кислинка ощущается на выдохе, все так.
Крепость отличная, даже чуть выше средней, вопросов по сырью нет.
Сама аромка уровня пойдет, она где-то яркая, где-то приглушенная. Каких-то негативных моментов не ощутил, но и без воодушевления."
87799,Element,Wildberry Mors,Ягодный морс,Земля,77,"3,9",Средняя,https://htreviews.org/uploads/objects/3/bb791c937a3f93076e7e15b441a5c9c5.webp,"Из баночки пахнет интересно, чувствуется черника в основе. Курится по-другому - немного химозно, с мыльцой. Похоже на смесь черники и ежевики.
Вроде бы неплохо, но чего-то не хватает этому аромату - то ли насыщенности, то ли кислинки","Клюква, Брусника, Морошка","<b>
Бренд</b>: Element<b>
Название</b>: Wildberry Mors(Ягодный морс)<b>
Линейка</b>: Земля<b>
Крепость</b>: Средняя<b>
Состав</b>: Клюква, Брусника, Морошка<b>
Рейтинг</b>: 3,9<b>
-------------
Отзыв:</b> Из баночки пахнет интересно, чувствуется черника в основе. Курится по-другому - немного химозно, с мыльцой. Похоже на смесь черники и ежевики.
Вроде бы неплохо, но чего-то не хватает этому аромату - то ли насыщенности, то ли кислинки"
